,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
531,chuck-526,definitely see this one,8/10,9 November 2014,"Likely judgment by history will see it as a ""near miss"" rather than a ""masterpiece"" ...but so what: easily one of the best movies of this current season.The physicist was actually involved in the project _before_ any of the movie people. So you needn't worry about accuracy. Some of the physics though is quite speculative - for example who knows what the edge of a black hole's event horizon really looks like. There are no obvious whoppers (although if you think hard enough about it later, there are just a few things that don't quite seem to add up).To humanize the story -so it's not just a physics lesson- there are themes of i) romantic love, ii) parent<->child love, and iii) humanity always actively pushing the boundaries rather than ever passively accepting anything. None of the themes are presented in an overwhelming way -this is not a ""message movie""- ...but they're definitely there.I saw lots of similarities to ""2001: A Space Odyssey"": unseen superbeings, scenes that make little sense on the first viewing, scenes that are downright mystical, and bits of special effects that are as much ""light show"" as ""movie"".There are a lot of different things crammed into one movie: a positive description may be something like ""sprawling"", and a negative description of the same thing may be something like ""undigestible mass"".The director is very interested in picture quality, and has arranged a bewildering array of distribution formats so every theater can show it in whatever way is best for itself. There are so many different formats, advertising of particular formats is rare (probably because theaters are afraid of all the confusion), and so it's not always easy to find out which format a particular theater is showing. My recommendations are either the ""real IMAX"" format or the ""4K digital"" format. ""Real IMAX"" uses the old giant film, and is most likely found in the older IMAX theaters often attached to some sort of Museum of Science (_not_ the same as the ""IMAX-lite"" found in many multiplexes). The ""4K digital"" format is common either in theaters that were converted to digital only in the big push a couple years ago, or in theaters that have enough money to constantly upgrade their projection equipment. Most likely theaters capable of showing the ""4K digital"" format have either been displaying ""4K digital"" on their splash screen before every movie for months, or have a plaque that says ""4K digital"" on the wall by the theater entrance. And no question, if the theater can play it, they will almost certainly have it. (""IMAX-lite"" theaters may put on a really good show too - I simply don't know.) There's quite a bit of explication, some on the more esoteric aspects of the physics and some to set up plot points. However the explication is notably brief. In fact sometimes a single sentence will appear to be just a throw-away for atmosphere, but will turn out to explain a scene that happens an hour or two later.Be prepared to settle in, as this film is almost three hours long. That allows it to have lots of little climaxes, rather than the typical movie structure of just a couple big ones. Sometimes I was glued to the screen for tens of minutes, while other times a bathroom break seemed like a good idea. And it kept flipping back and forth. The freedom from a rigid typical structure also means the film has a separate ending for each subplot, rather than trying to tie up all the loose ends all at once.For some people when it's over it's over. But many will find it flickering back to life in their thoughts hours later.The special effects use CGI only occasionally (but spectacularly); many of the special effects were done some other way. There were lots of unusual camera setups, special photography, sets, and models (informally called ""maxatures"" rather than ""miniatures"" because they were so big - for example the space station model was 23 feet across). Having seen plenty of real NASA footage on TV in my youth, it was too easy for me to write off the weightlessness and space travel effects as ""of course it looks like that"". In fact the effects are astounding - for example I've never seen a realistic portrayal before of space travelers transitioning from weightlessness to standing as the circular space station spins up.You won't see it in any credits or any advertising, but one of the characters is played by Matt Damon. This is described as a ""cameo"", which I find rather silly; the part involves more complex characterization and more screen time than some of the credited characters, which is not my conception of a ""cameo"". Fortunately it only matters to movie freaks anyway.",Interstellar
532,MovieSonic,Must watch,9/10,16 March 2015,"I watched Interstellar after completing my third re-watch of the Farscape series. As soon as talk of wormholes kicked in, I couldn't help but think of John Crichton and I felt sorry for all other Sci Fi films and TV series once Interstellar explained that they'd been depicting wormholes incorrectly all this time! In fairness, wormholes are only theoretical so I say each to their own interpretation.The film is extremely long. I actually don't mind when an excellent film is very long but I do mind when I spot lots of scenes that could easily have been edited down. One example being: do we need to watch someone climb all the way down a flight of stairs? Especially when they have no more dialogue? I would have expected more characters to have time to be developed but despite the nearly three-hour run time, I have no understanding for why Cooper's son turned out the way he did and there was barely any backstory for the majority of the main characters.Having said that, there was plenty of time to fully explore the Sci Fi aspects of the film which is what we're all really here for. I remember thinking that Interstellar is what Contact (1997) should have been as opposed to the massive anti-climax that it was. In fact, it's what Gravity (2013) should have been what with all the fuss over it. Contact was a great film but a bit before its time I'm guessing, whereas Gravity felt more like a test run before releasing Interstellar. I'm sure it wasn't, it's just that Gravity was such a bad film; nothing happened! The storyline had been done a thousand times before, only this time it was set in space. And that appalling ending!Interstellar gets so many things right. It doesn't shy away from the meaty Sci Fi stuff that people like me want to see. We actually get to see the wormhole, black hole, dimensions and planets. There's an intense atmosphere generated throughout the entire film and I was constantly in full hyper-alert mode for extended periods of time. I loved the backstory of why people on Earth were suffering because they kept it simple and believable. Occasionally, a ridiculous plot twist or explanation would trigger my 'as if' reflex but later, it would be explained so that it was no longer daft, for example; they would make an assumption which would later prove to have been wrong however, although this provides immediate relief for the part of you that's still screaming 'what?!' at the screen, it doesn't change the fact that you just spent half an hour or so silently seething about the stupidity of the plot.I enjoyed so much of this film but I do have to take a moment to acknowledge the poor casting. It's a pure Hollywood vehicle of course and one of only a handful of genuinely incredible films that have been released in the past few years so of course everyone and their best pal is going to want a piece of it. They slowly introduce new characters so it's never too much of a shock to the system when a familiar face appears but one or two were just badly miscast. Matt Damon for example, has this weird thing where at first, he is Matt Damon; same look, same voice and same mannerisms, but then something will happen and he'll end up acting everyone off the screen with his ability to make you empathise even when you shouldn't. His role here is no different. My reaction to his appearance started out as 'well, this film's ruined' and ended with 'only he could have pulled that off'.It has to be said: Matthew McConaughey needs to calm down. There are some signature mannerisms that he's taken to and it all comes across as quite egotistical. I think he accomplished something in his career that few ever have or could but I reckon a lot of his success was down to his humility and great personality which translated to people wanting to help him but the more aloof and serious he acts (literally), the more this puts me off him as an actor. No disrespect intended, but McConaughey has never changed his accent (as far as I'm aware), has never done any character acting and has essentially been playing the same character in every film for years. It seems that he's worked out that talking really slowly and keeping a serious scowl on his face for two to three hours, makes people take his performance more seriously and mistake that for 'great acting'. I would rather he went back to having an approachable demeanour and worked on his ability to transform himself than take the lazy route of just being super serious all the time. It gets old. Also, the fake tan was out of control and actually quite distracting.Once you've watched Interstellar, you'll be Googling things like ""gravitational time dilation"" and wondering when you will next have a spare three hours to watch the film again. Flaws and all.9/10",Interstellar
533,Jim-Eadon,"Detached drivel, just about watchable",4/10,10 September 2015,"This awkward movie felt like Sci Fi produced by a technical, corporate entity. The idea was fairly cute. Much depended on the mourning by the daughter, but the actress didn't make me care about her. The protagonist didn't make me care about him either, for that matter. I thought the female astronaut was quite engaging but the movie was the most interesting, her choices, angst and suffering were the only interesting thing about the movie. The Black Hole stuff was horrible, but even the black hole in this movie is not volume enough for the plot holes and miraculous coincidences that drive the story. He was only able to communicate via a malfunctioning watch, What the...? Nothing in this movie made sense. Every major scene was blatantly impossible. Worst of all, there was no warmth, no compassion, no style, no love.
                
                    10 out of 22 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
534,umimelectric,The Greatest Adventure Ever Told,10/10,23 August 2018,"A masterpiece of film-making. 10/10; will cry again when the credits roll.
Instant classic that became even better upon my second viewing, which inspired this review. It's been out for 4 years now and there's over 3,000 reviews on this film, mostly positive, so I can't write anything now that hasn't been written already on it. If you haven't seen it, and you somehow find my review among the many out there, please please please do yourself a favor and watch the most exciting, heartbreaking, passionate science fiction story ever told.
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
535,donumdei,Like someone said this is a movie that made a grown man get emotional,10/10,5 June 2021,"Loved it, it was awesome. Never watched bad movie Mr. McConaughey. He is always amazing. I'm not into space movies not that I don't like space it's just they never tend to hold my attention for long enough. This movie glued me to my TV from the beginning till the end.
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
536,g-96059,Great,7/10,7 April 2020,"This story is a true story of father and daughter through time and space. Although the theme of ""love through time and space"" has been ruined by countless romantic fantasy online novels, this film can make people cry, because it is so pure and true, and our lives are so similar. Cooper did not embrace ""my journey is the stars and the sea"" lingyun ambition, just want to finish the task as soon as possible back to her daughter to accompany her growth. In the fall of the human crisis, Murphy's ultimate haven is still the place where he and his father have the most memories.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
537,WKYanks,Best SCI-FI since 'Contact',10/10,12 November 2014,"This movie is a wonderful blend between science and fiction. Not just your run of the mill SCI-FI action flick, this wonderful event is a touching love story as well.It's so refreshing to see something on the big screen that's not a rehash of something old; especially in the SCI-FI genre.This movies' visuals are epic when need be and realistic when need be.The representation of a wormhole is second to none in the history of SCI-FI. Truly astounding in form, function and theory.The most wonderful part of this movie is the graphics are used to enhance the story, they aren't THE story.Truly a wonderful cinema experience. Highly recommended.",Interstellar
538,badoli,This is a masterpiece.,10/10,8 November 2014,"I watched the movie yesterday at my local IMAX-theater and i'm still in shock on how much this movie impressed me. Never was i glued to a chair for almost three hours straight as much as here.The film does just so many things exceptionally well, that it's hard to find words for it. The atmosphere is so tense and immersive, i couldn't lend myself to question anything within this amazingly designed world. The scenario of a dystopian doomed earth is told in a remarkable subtle way. Never do you see apocalyptic catastrophes as in ""2012"", yet you can almost feel this world crumbling to literally dust before your eyes and the pain of the people who know their fate was creepingly sealed while they continue their now almost senseless worldly duties of farming and watching baseball games.Within such a ingenious set environment any actor could perform remarkably, but the cast does just magnificent, proving their shared 5 academy awards all again. I felt torn apart between all those amazingly believable characters, their motivations and their motives. People who desperately cling to whatever they have left in a ghost of what once was our world. People who take leaps of faith jumping into unknown missions heading for unchartered territories to save whatever they hold dear. People witnessing events incomprehensible to human minds have to deal with unthinkable decisions that push them to the edge of what it means to be human. A gigantic acting task. And yet the cast seems to do it with astonishing ease.The screenplay doesn't mess around either. So much information is packed tight, the movie could have been three times the length and still make a remarkable tense movie. Hence the story at times appears a bit convoluted, but it keeps its edge. And despite the huge amount of emotional topics being touched on, not once does it fall into any of the usual kitschy Hollywood-clichés and -tropes. Instead it keeps a refreshingly sober, at times almost scientific and documentary tone, which gives so much credence to this world.So yes, this is simply a masterpiece. Christopher Nolan blew away any reservations in my mind that Hollywood is still able to impress me deeply. This movie instantly went to my top 3 movies of all times.",Interstellar
539,jaycop,Perfection,10/10,4 February 2020,"I had to write a review since I'm watching it again for the 3rd time. This movie really is a masterpiece thanks to Nolan and a great cast. It has the signature hallmarks of a Nolan film; the way he builds suspense and creates an emotional response in the viewer makes him truly one of the best. This film has a great story line with all the fun theoretical physics you find in good Sci-fi movies. I just can't say enough about this one, it's a must watch!
                
                    0 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
540,Lele,Galactic disappointment,5/10,9 November 2014,"I am a big fan of Sci-Fi and I had great expectations from this movie, but I didn't like it. I'll try to explain why this movie disappointed me.***plenty of spoilers***1. too long. The episode about the crazy unfrozen scientist (Matt Damon) was useless. Did they need the cliché of the 'crazy character who wants to destroy the whole thing at 3/4 of the movie'?The after ending where the main character flies (HOW???) to reach his Eve to restart human race on another planet in another galaxy.Too long prologue: even Kubrick odyssey has a shorter one!2. too love.OK, gravitational fields can travel through time and space, but love??? This is not even wrong: is meaningless, at least in a Sci-Fi movie. What should we expect after this? The Hand of God which saves His beloved Earth?3. too fragmentedI hated the editing of scenes on Earth and on another galaxy in sequence. Imagine the sequence of Dave while killing HAL9000 interrupted by scenes on Earth showing people talking!It was fun the idea of schools rewriting history books to tell students that men never went on the Moon!5/10",Interstellar
541,ACollegeStudent,The power of love???,7/10,18 June 2021,"Rating: 7.3This one is special have never seen a space movie so well connected before. The visuals were incredible but the movie falls short in explaining the origins of the conflict: why they ran out of food, as well as relying too heavily on quantum mechanics and theoretical fiction Cooper miraculously redocking to the broken endurance, cooper not being immediately ripped apart in the event horizon, the 5th dimension time stuff just so cooper could talk to his daughter, cooper somehow sending quantum data to his daughter in morse code, nobody looking for brand until cooper woke up ect.. The theme of the power of love was wildly cringeworthy but other than that good film.",Interstellar
542,marveller-66,"Possibly the best Sci-fi story ever told, in my consideration, the best sci-fi movie ever, which i've watched countless times!",10/10,1 June 2021,"The title pretty much covers it all up. Christopher Nolan's absolution, a living legend in filmmaking. Watched the movie about a couple of years ago...no about 3 years ago, if i recall precisely. It's not just the fact that it has an amazing set-up/world-building, story-telling and an unbelievable story, this movie really hits deep in the human hearts. I envy those who've experienced this masterpiece at the Cinemas back in 2014. Heck i even got so obsessed with Black Holes that i learned so much about 'em.Detailed score:
(Story-99) (Direction-97) (Soundtrack & score-100)
(Performances-94) (Cinematography-96)
(Visuals-98) (Total score : 9.8/10)In summary, possibly the best Science-fiction movie in the history of Cinema, imo.
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
543,verna-a,An expensive mess,5/10,15 November 2014,"There are some great moments in this film but fatal flaws in the story and script. It does succeed in building suspense and providing a visual ""wow"" factor, but only after it has lost viewer conviction by a lot of silliness and implausibility. I went to see it as I do many sci-fi films hoping to have a similar experience to that provided by 2001 : a Space Odyssey in the 1960s. Alas recent attempts all fall short by comparison, by succumbing to the temptation to include a lot of cheap tricks. Instead of relying on the scenario, story and setting to provide the engagement factor, American directors can't resist introducing the macho hero, the improbable baddie and schmaltzy sentimentality. Oh for a bit of discipline! The first part of the film is frankly painful. Matthew McConaughey drawls and postures and has a vapid open-mouthed expression most of the time. It's pretty much impossible to understand what he is saying. The situation on Earth is difficult to understand and doesn't achieve any credibility. The science seems to be gobbledy-gook, which holds for the entire film. Interest improves when they get out into space and some of the situations create considerable tension, enabling the viewer to sit out the film with a better grace. Towards the end the story disintegrates into incomprehensible nonsense. A lot of the sentimental basis of the film rests on Cooper's relationship with his daughter, so it's a significant flaw that the 3 actresses who play her do not resemble each other facially (obviously a problem, but not handled well). Matt Damon can't do much with his admittedly silly part, and doesn't look too interested. Altogether, what a waste of resources. This film needed a guiding genius, as I am assuming the weaknesses reflect ""too many cooks"". However a really good story followed fairly closely (as was the case in 2001) would have been a good start. The story is one of the weakest elements here and it shows.",Interstellar
544,lale-ba,Deja vu,4/10,12 November 2014,"For God's sake people, cut with your praises. Anyone who has read or seen any of the Space odyssey books/films will be bored to death watching this cheap and hollow ripoff of the story about space and time travel, alien intelligence and human/robot interfacing. The theme itself is fascinating, but the story and character development simply doesn't exist. Cuts are done with a chainsaw, story is full of holes and the twist at the end isn't as nearly dramatic as in previous Nolan's flicks. Cast is really, really terrible, lead by the Matt Daaaaaamon. Design is truly non innovative, production of the space movie looks really cheap and Zimmer's music is totally offbeat. There are some good things as well, like the scene with the video messages, or the ending design of the library scene. However, two scenes is really not nearly enough for a such hugely anticipated movie that comes from such an outstanding director. Although I consider myself a big CN fan, I must sadly admit that the Hollywood has ran him over and that his career is in a steep decline following Inception.
                
                    4 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
545,Tyson14,an epic masterpiece,10/10,12 November 2014,"The much-anticipated Interstellar arrived and immediately created massive explosions, both on film and in the film's response. Many, like myself, found it to be an unprecedented masterpiece. Others have called the film too outlandish or ridiculous, due to its fictitious scientific perspectives.This, of course, also happened with last year's space thriller Gravity-and please take note, Interstellar is not Gravity. It is undeniable that both are true spectacles to watch, but Interstellar is a much more philosophical and emotional film. It is a surreal journey out of our galaxy and feels vividly alive, all while making you contemplate the realities of humanity and the spectrum of emotions we experience, such as love and how its manner of existence cannot be measured in scientific terms. That being said, Interstellar is a very scientific film, yet it is one that brilliantly manages to balance out with emotional character development and astounding space cinematography. It can feel stark or it can feel mind-bending, and its transitions are superbly executed. Spectacular cinematography and original storytelling come as no surprise when watching a film directed by Christopher Nolan, best known for Inception and the Dark Knight trilogy. His entire filmography is astounding and highly recommended (by me, of course), so those hyped for the film due to his involvement flocked to the theatre-along with Matthew McConaughey's huge fan-base since what has been labeled the McConaissance. A ridiculous term, yes, but let's be thankful he's gone from bad rom-coms to the dramatic roles he's thrived in, from Mud to Dallas Buyers Club.The fact of the matter is, as a piece of cinema, Interstellar stands out. It has many odes to 2001: A Space Odyssey and even Star Wars, due to Nolan's love for sci-fi. However, much unlike these films, Interstellar remains grounded outside of alien life. Whether Interstellar dabbles into the supernatural is cause for debate, due to the film's scientific presentation mixed with fiction. This is precisely why Interstellar is an unprecedented experience. It presents real scientific facts and asks tough philosophical questions, yet remains a grippingly lucid sci-fi film.Discussing Interstellar feels much like presenting someone with a gift and not wanting to give any hints as to what it is. The film's layers are cleverly peeled off and its progression is so beautifully carried out that there is truly nothing like experiencing it and absorbing its concepts and theories after it is over. I suppose I've delayed discussing Interstellar's plot because it is a film in which every plot point is important and imaginative, and giving anything away would feel like giving away a meaningful piece. I will, nevertheless, present you with an introduction and very minor synopsis of the film.Interstellar follows Cooper, played by McConaughey, living with his father-in-law, son, and daughter, in a desolate Earth filled with extreme dust storms. Homes and human lungs are filled with dust as people struggle to survive with limited resources in a deteriorating, and depleting Earth. Cooper is a farmer who once flew for NASA before the Earth's descent, and his crops-along with crops around the entire globe-are dying due to the earth's excessive drought and dust plagues. Upon making entirely unexpected discoveries, Cooper is faced with making the difficult decision of leaving his family for the exploration of planets sustainable of human life in a galaxy outside of our own. With the spectacular Anne Hathaway at his side, not to mention a sarcastic clunky robot, Interstellar becomes a humorous experience as much as it is intellectually stimulating and incredibly moving. This is a film that simply cannot be missed due to its intricacy, beauty, and manner of evoking a response from all those who experience it.",Interstellar
546,winopaul,"Good actors, bad movie",3/10,8 February 2016,"I loved Gravity, since it was an exploration of human drama. I loved the Star Trek remake since it JJ is pretty dang good, and it was all make-believe and whizzy. I hated this movie. There were respites. When Matthew McConaughey's said ""I could fly around that neutron star."" I burst out laughing, it was so preposterous, so absurd and so lame. I will admit, he sold the line. If he can pretend to be imaginary people and lie so effectively, it makes me worry about politicians and my friends.It really scares me that Nolan thinks this movie makes any sense. Has his brain turned to Yorkshire pudding? It was written as a series of dramatic expedients. Like Chris just had to have a dust-bowl, so there was a dust-bowl. And Chris just had to have a big ol' rocket launch. There had to be wormholes and time travel and sinking to the level of M. Night Shyamalan, a twist at the end.Another annoyance is Nolan's British elitism, that farmers are dumb peons that don't need to go to college. Note how Coop loves his troubled intellectual daughter and not the son that ends up feeding the planet.Even with these great actors, the situations were so preposterous it was impossible to feel anything but pity for the agents that got them into this mess. A near-future dystopia, where there are cars and trucks but not phones or letters or internet. No government, but no MS13, Hell's Angels and Mafioso raping your daughter. The occasional pervasive dust storm. But the crops grow OK. Until they don't. And somehow we know the planet is doomed, if only because some jerk says it is.There is a huge NASA installation a few hours drive away, but nobody knows about it. Coop sends co-ordinates so he knows it is there. Nolan might want to ask Kip the science guy about causality and determinism. No government, no gasoline, but we have NASA and suspended animation since Nolan needs that little plot trick. Its a drive-by script-- spray some more clichés at it until they call you a genius.And folks, you can't drive into a black hole. Its not black because its mysterious and can be used for incredibility stupid plot tricks. Its black because it rips everything into elementary particles and then perhaps super-strings. There is no daddy's little time-travel library of earthy delights inside a black hole.This could have been OK, it could have been Mad Max crossed with Groundhog Day. Instead, it is just mush, good to keep infants amused with pretty colors and motion, but complete nonsensical mush for adults. Matt Damon was lucky to get blown out into empty space in that little plot cliché. I felt more empathy for the creature in Aliens getting blown into space than I did for Matt.To recap the 7 places in the movie: Home life--BS situation, BS character interaction. Space central- BS situation, BS characters. Space ship, BS situation, BS characters. Planet one- BS situation. Planet two-- BS situation, BS character, BS interaction. Black hole-- BS everything, and I mean every single thing. Planet 3, BS trite. Home again-- BS situations, BS characters, BS interaction.Please studio heads and finance people stop indulging this madman with his infantile fantasies. Even Lord of the Rings was better than this.At this point I usually imagine how I would save the film. Its not re-shoots, every single scene and every single line is stupid, there is nothing here to save. OK, I have calmed down and I can no more give up on a crappy movie than on a baby drowning in a swimming pool. So, add the roving Mad Max gangs that rip him off and pillage and steal. Then they come for his daughter. The NASA installation is not some secret, its where they have been launching the Skynet robots to control us all, right before things collapsed. So Coop takes his little girl, and commandeers a spacecraft. We need the gal, and the black guy but not the other white guy-- what ever happened to him anyway--- Oh, he drowned in Waterworld. I assume he is some famous high-dollar actor, save the money for special effects. OK, now when I saw the cool black guy, I muttered ""He's as good as dead"" and sure enough, like all cool black guys in every science fiction movie, he died. So lets go against the grain and promise that no matter what, the cool black guy lives. Cut out Waterworld, we already lost the dufus white guy that drowned there. Cut out the black hole-- it is absurd, stupid and insults our intelligence. Cut out the third planet, this script is too complicated as it is.No, they fly to the Matt Damon planet and yeah, he can be a creep. OK, now we have the making of a third act. It revolves around who the women will pick to mate with. Daddy's little girl has grown up, and that science gal is pretty hot as well. I leave it to you to select the ending: 1) The black guy ends up with both of the gals, bless him, and maybe pimps them out (cliche alert). 2) Matt ends up with the daughter, and he beats her and is a drunk (hillbilly heaven). 3) Matthew ends up with his own daughter, since their relationship seemed unhealthy anyway. 4) There are three guys and two gals so pick the guy that ends up alone. 5) The two gals go carpet muncher and leave all the guys in the cold, human race dies. 6) Any two guys being gay leaves both gals for the other guy, unless #5). 7) The Strangelove prodigious breeding ending, where all the guys jump both girls over and over and over and over and over.... well, you get the idea.",Interstellar
547,steven-leibson,A real stinker and even worse in Imax,1/10,30 November 2014,"This movie is a darn shame for it's poor ability to tell a story and I am a bona fide SciFi lover. This movie is a pale imitation of ""2001: A Space Odyssey"" from the 1960s and it will leave people who lack a significant SciFi background scratching their heads and asking themselves ""What did I just see? What did it mean?"" Plot synopsis: Earth is dying a slow ecological death. The dust bowl is back, bigger and badder than ever. Crops are failing one by one. All we can grow is corn and you know what happened to Ireland when it tried monoculture: the potato famine. Earth's only hope is to send expeditions through a black hole/wormhole that's conveniently appeared near Saturn.In the movie 2001, the earth was poised on the brink of mutually assured nuclear destruction and a monolith appeared in the orbit of Jupiter so we sent a mission to it with a bunch of hibernating astronauts and an insane, homicidal computer. In ""Interstellar,"" the mission's hope is to find a habitable planet at the other end of the wormhole. To achieve this mission, a NASA gone underground sends the wobbliest, spindliest ship you might imagine with a bunch of hibernating astronauts and a very personable security robot.The space vehicle that's sent looks like it could easily be crushed in the tidal gravitational forces of a black hole. It takes an additional two hours for the movie to explore what happens on the other side of the black hole.The special effects and CGI are probably very good in this movie, but seeing it in Imax presented two problems. First, the focus was not very good when projecting the movie that large. Second, it's impossible to take in the entire screen. You must constantly scan back and forth across the image because the filmmaker's emphasis was sometimes towards the edge of the screen. This appears to be a frequent problem with popular releases shown in Imax and I keep forgetting about this problem.I really wanted to like this film. I didn't.",Interstellar
548,michael-3204,"Satisfying, but could have been brilliant",6/10,3 October 2016,"There is a truly brilliant movie buried within the ponderousness and self-importance that weighs down ""Interstellar."" Director and co- writer Christopher Nolan has never disappointed with regard to stunning visuals and design -- give this guy a big budget, and he puts it all on screen in spectacular fashion. Unfortunately, he doesn't have as sure a hand with regard to audio quality. Whatever audio effects (or affectations) he goes for, not for the first time in a Nolan film, render some of the dialogue unintelligible. Given some the of more hackneyed and overwrought dialogue that is intelligible, maybe that's for the best. I wouldn't suggest watching ""Interstellar"" with the sound turned down because the parts with dialogue that drag would be interminable -- plus, we'd miss Hans Zimmer's terrific score -- but the first 30 minutes or so might be improved by the sound of silence.For one thing, Matthew McConaughey's irritating, overly emotive, actorly performance is most painful in the film's early scenes. He gets better and less annoying as the film progresses, partly because the screenplay stops burdening his character (""Coop,"" for Cooper -- ugh) with carrying the burden of mankind's horrible mistakes in his drawling delivery. For the record, I don't dislike McConaughey as an actor generally -- he's done some fine work along with some inconsequential drivel -- but he chose here to embrace Coop's dourness and disappointment in a way that helps throw the film off- balance, while his down-home supposed lack of pretension just gets tiresome. I have little doubt that he delivered exactly what Nolan wanted, and what Nolan wanted is the real problem.The rest of the cast fairs much better, though I do wonder how sick Michael Caine must have become at the mention of Dylan Thomas's name. There is a bit of what might be considered stunt casting involving a major Hollywood star who shows up for a pivotal development in our heroes' search for a habitable planet, but far from being distracting or beside-the-point, it helps make for the film's tensest, most gripping and emotionally resonant scenes. While there are other set-pieces that almost get to that level, the odd pacing and sheer weightiness of a film that takes gravity as its main topic ultimately makes this a frustrating watch, if only because it's so beautiful and has so many jumbled ideas that it's easy to imagine it being so much better than it is.",Interstellar
549,OlieRendch,Is this the 2001: A Space Odyssey we wanted but never got?,8/10,13 November 2014,"So, Interstellar; the latest film from the brilliant and awesome director Christopher Nolan. When Inception? Let's start with the things that don't need mentioning because we know what it's like, the acting is perfect, Matthew McConaughey delivers some fantastic scenes of power and emotion which ultimately takes you all through the movie, you're there for him, you want him to succeed; his daughter as well gives out some pretty surprising scenes, the young actress they got was really good. So on an acting front the film was perfect. this film was in production it was wrapped up in so much secrecy that hardly anyone knew what the plot was about and the cast was kept fairly under wraps too. Anyway what can I say about a three hour space epic from the same guy who made Now do I need to mention the CGI? Nolan tried to use as little as possible and use as much practical effects as he could which worked amazingly well but then when CGI hit your face, you didn't even notice, wow, the visuals of this film are nothing less than stunning, the planets, space, everything looks beautiful.The plot is really what drives a film too, Interstellar is a film which isn't for everyone but it is a unique experience for anyone who watches it. It has some obvious inspiration from 2001: A Space Odyssey but in a good way and it is not a prefect movie in whole. I do have to say it really picks up on the second act, the beginning I felt was quite slow and dragged on a bit and I was hoping it was going to get better, but as soon as they go into the second act it picks up, the story gives you a lot of food for thought, questions that are not very easy to answer and I was definitely thinking about it after the movie ended. Some parts shocked you, some parts will bring you to tears, it is an incredible journey of morals, exploration and desperation.The ending I think will split some people, you either love it or hate it; I look at it positively and loved how they depicted certain physical concepts from science. In the end my opinions on it will probably change with every new thought but I will definitely watch it again which says something.",Interstellar
550,scottsideasare,Almost a great movie.,7/10,24 December 2020,"I really really wanted to love this movie. It ticks off most of the boxes to be great, but blunders heavily in a few areas. It's a long movie and they toss in a dumb subplot with Matt Damon to prop up the sagging middle of the story. The central theme is dopey as well, love reaching through time and space??
But the ending is just plain funny. The main character promises his daughter he'd come back. He does and meets her as an old woman on her deathbed, but he doesn't stick around because in a minute he's off to meet up with his love interest. Wow, way to go keeping your promises!",Interstellar
551,eismoc,"Great, entertaining, amazing",10/10,29 April 2018,"This is a sort of movies that leave some mark when watching it once. The story makes one thinks about the nature, physics, the universe, and life. ""How many thoughts a movie can give"" is a great criterion that I use to decide how much I enjoyed any movie, and Interstellar gave me a lot of new thoughts. After finishing watching this movie I kept imagining those various, interesting situations given in it. The parts dealing with physics in this movie are very well written and directed, and the net result of what it looked like is awesome, just awesome. The story: Perfect, keeps attracting through the movie, until the part is reached when it confuses concepts of time travel at the very end of the movie (I'm not going to spoil it). This is why I didn't rate it a full 10 stars. Everything else is awesome, acting, filmography and directing, visual effects, and (specially) the music! I'd recommend it for physicists-and artists as well.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
552,theoledoux,Possibly the best movie of all time,10/10,6 April 2021,"I think just about everything has been said about this film now. But, I can still tell you what this masterpiece is to me. To me, this movie is possibly the most relevant movie ever, because it questions our own humanity relative to the Universe. Whether that's our ability to love, think, or persevere and walk into the unknown. We are explorers, and curious at heart. This untameable curiosity is not our end, but our beginning. It is what advanced this civilization and it will continue to do so. So never, never let anybody tell you that we shouldn't look towards the stars and wonder, because that's what makes us human. Without this stargazing we are merely animals, accepting our fate in the dust...
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Interstellar
